 model_time, W_Stem_sub_sim_0116, W_Stem_sub_obs_0116, W_Stem_sub_sim_0178, W_Stem_sub_obs_0178,
    3733, 163771.19,            , 164016.84,            ,
    3734, 163764.17,            , 164009.83,            ,
    3735, 163757.16,            , 164002.81,            ,
    3736, 163750.12,            , 163995.77,            ,
    3737, 163743.12,            , 163988.75,            ,
    3738, 163736.11,            , 163981.73,            ,
    3739, 163729.09,            , 163974.69,            ,
    3740, 163722.06,            , 163967.67,            ,
    3741, 163715.06,            , 163960.66,            ,
    3742, 163708.05,            , 163953.61,            ,
    3743, 163701.03,            , 163946.59,            ,
    3744, 163694.00,            , 163939.58,            ,
    3745, 163687.00,            , 163932.53,            ,
    3746, 163679.98,            , 163925.52,            ,
    3747, 163672.97,            , 163918.50,            ,
    3748, 163665.94,            , 163911.45,            ,
    3749, 163658.94,            , 163904.44,            ,
    3750, 163651.92,            , 163897.42,            ,
    3751, 163644.91,            , 163890.38,            ,
    3752, 163637.88,            , 163883.36,            ,
    3753, 163630.88,            , 163876.34,            ,
    3754, 163623.86,            , 163869.30,            ,
    3755, 163616.84,            , 163862.28,            ,
    3756, 163609.81,            , 163855.27,            ,
    3757, 163602.81,            , 163848.22,            ,
    3758, 163595.80,            , 163841.20,            ,
    3759, 163588.78,            , 163834.19,            ,
    3760, 163581.75,            , 163827.14,            ,
    3761, 163574.75,            , 163820.12,            ,
    3762, 163567.73,            , 163813.11,            ,
    3763, 163560.72,            , 163806.06,            ,
    3764, 163553.69,            , 163799.05,            ,
    3765, 163546.69,            , 163792.03,            ,
    3766, 163539.67,            , 163784.98,            ,
    3767, 163532.66,            , 163777.97,            ,
    3768, 163525.62,            , 163770.95,            ,
    3769, 163518.62,            , 163763.91,            ,
    3770, 163511.61,            , 163756.89,            ,
    3771, 163504.59,            , 163749.88,            ,
    3772, 163497.56,            , 163742.83,            ,
    3773, 163490.58,            , 163735.81,            ,
    3774, 163483.55,            , 163728.80,            ,
    3775, 163476.56,            , 163721.77,            ,
    3776, 163469.53,            , 163714.75,            ,
    3777, 163462.53,            , 163707.73,            ,
    3778, 163455.53,            , 163700.73,            ,
    3779, 163448.53,            , 163693.72,            ,
    3780, 163441.53,            , 163686.70,            ,
    3781, 163434.53,            , 163679.70,            ,
    3782, 163427.53,            , 163672.69,            ,
    3783, 163420.53,            , 163665.67,            ,
    3784, 163413.53,            , 163658.67,            ,
    3785, 163406.53,            , 163651.66,            ,
    3786, 163399.53,            , 163644.64,            ,
    3787, 163392.53,            , 163637.64,            ,
    3788, 163385.53,            , 163630.62,            ,
    3789, 163378.53,            , 163623.61,            ,
    3790, 163371.53,            , 163616.61,            ,
    3791, 163364.53,            , 163609.59,            ,
    3792, 163357.53,            , 163602.58,            ,
    3793, 163350.53,            , 163595.58,            ,
    3794, 163343.53,            , 163588.56,            ,
    3795, 163336.53,            , 163581.55,            ,
    3796, 163329.53,            , 163574.55,            ,
    3797, 163322.53,            , 163567.53,            ,
    3798, 163315.53,            , 163560.52,            ,
    3799, 163308.53,            , 163553.52,            ,
    3800, 163301.53,            , 163546.50,            ,
    3801, 163294.53,            , 163539.48,            ,
    3802, 163287.53,            , 163532.48,            ,
    3803, 163280.53,            , 163525.47,            ,
    3804, 163273.53,            , 163518.45,            ,
    3805, 163266.62,            , 163511.45,            ,
    3806, 163270.14,            , 163516.80,            ,
    3807, 163280.81,            , 163529.17,            ,
    3808, 163292.75,            , 163542.38,            ,
    3809, 163308.80,            , 163559.64,            ,
    3810, 163331.56,            , 163583.67,            ,
    3811, 163354.00,            , 163607.14,            ,
    3812, 163372.38,            , 163626.27,            ,
    3813, 163383.06,            , 163637.42,            ,
    3814, 163390.28,            , 163645.39,            ,
    3815, 163427.98,            , 163685.66,            ,
    3816, 163464.81,            , 163724.80,            ,
    3817, 163479.83,            , 163740.36,            ,
    3818, 163488.36,            , 163749.19,            ,
    3819, 163496.62,            , 163757.78,            ,
    3820, 163494.56,            , 163755.80,            ,
    3821, 163490.50,            , 163751.80,            ,
    3822, 163521.00,            , 163783.33,            ,
    3823, 163569.19,            , 163835.14,            ,
    3824, 163582.70,            , 163849.05,            ,
    3825, 163590.00,            , 163857.34,            ,
    3826, 163607.75,            , 163876.83,            ,
    3827, 163655.83,            , 163928.75,            ,
    3828, 163699.02,            , 163975.44,            ,
    3829, 163736.92,            , 164016.41,            ,
    3830, 163763.89,            , 164045.41,            ,
    3831, 163786.31,            , 164068.36,            ,
    3832, 163823.00,            , 164105.81,            ,
    3833, 163830.03,            , 164113.08,            ,
    3834, 163837.42,            , 164120.69,            ,
    3835, 163846.59,            , 164130.11,            ,
    3836, 163859.69,            , 164143.50,            ,
    3837, 163880.28,            , 164164.48,            ,
    3838, 163920.09,            , 164204.98,            ,
    3839, 163956.69,            , 164242.16,            ,
    3840, 163984.53,            , 164270.44,            ,
    3841, 164018.78,            , 164305.17,            ,
    3842, 164115.72,            , 164403.31,            ,
    3843, 164211.45,            , 164501.72,            ,
    3844, 164282.36,            , 164576.69,            ,
    3845, 164341.39,            , 164638.78,            ,
    3846, 164373.66,            , 164671.38,            ,
    3847, 164396.78,            , 164695.59,            ,
    3848, 164446.50,            , 164747.33,            ,
    3849, 164490.98,            , 164793.56,            ,
    3850, 164541.38,            , 164844.39,            ,
    3851, 164613.86,            , 164917.45,            ,
    3852, 164664.94,            , 164968.94,            ,
    3853, 164707.03,            , 165011.30,            ,
    3854, 164747.84,            , 165052.41,            ,
    3855, 164788.48,            , 165093.14,            ,
    3856, 164800.08,            , 165104.83,            ,
    3857, 164816.02,            , 165120.86,            ,
    3858, 164926.56,            , 165231.89,            ,
    3859, 164979.78,            , 165285.41,            ,
    3860, 165020.27,            , 165325.41,            ,
    3861, 165077.73,            , 165382.23,            ,
    3862, 165146.48,            , 165450.23,            ,
    3863, 165184.67,            , 165488.58,            ,
    3864, 165229.22,            , 165533.12,            ,
    3865, 165259.66,            , 165563.66,            ,
    3866, 165290.58,            , 165594.70,            ,
    3867, 165364.25,            , 165668.58,            ,
    3868, 165408.12,            , 165712.09,            ,
    3869, 165458.16,            , 165761.67,            ,
    3870, 165512.88,            , 165815.97,            ,
    3871, 165562.86,            , 165865.66,            ,
    3872, 165597.75,            , 165900.44,            ,
    3873, 165633.00,            , 165935.69,            ,
    3874, 165660.30,            , 165963.03,            ,
    3875, 165684.92,            , 165987.73,            ,
